profitability,title,release_date
0,"Metallica: Through the Never",2013-09-25
0,"The Informers",2008-11-05
0,Carlos,2010-05-19
0,"I Come with the Rain",2009-05-14
0,"I Am Wrath",2016-04-14
0,Renaissance,2006-03-16
0,"Red Sonja",1985-04-09
0,"Red Lights",2012-03-02
0,Wolves,2014-08-28
0,"Black Nativity",2013-11-27
0,"Good Boy!",2003-10-10
0,"40 Days and 40 Nights",2002-03-01
0,"Summer Catch",2001-08-22
0,They,2002-11-01
0,"55 Days at Peking",1963-05-06
0,"American Dreamz",2006-03-04
0,"Running Scared",2006-01-06
0,"Shanghai Surprise",1986-08-29
0,Roar,1981-11-12
0,"Veronica Guerin",2003-07-11
0,"Escobar: Paradise Lost",2014-10-11
0,"Southland Tales",2006-05-15
0,"Dragon Hunters",2008-03-19
0,"Damnation Alley",1977-09-10
0,"The Apparition",2012-08-23
0,"My Girl",1991-11-27
0,"Fur: An Imaginary Portrait of Diane Arbus",2006-08-30
0,"Sydney White",2007-09-21
0,"The Texas Chainsaw Massacre: The Beginning",2006-10-06
0,"The Young Messiah",2016-03-10
0,"Arn: The Knight Templar",2007-12-17
0,"Drowning Mona",2000-03-03
0,"Radio Days",1987-01-30
0,"Remember Me",2010-03-12
0,"My Stepmother is an Alien",1988-12-09
0,"The Cookout",2004-09-03
0,"Hollywood Ending",2002-05-03
0,"Detroit Rock City",1999-08-13
0,Highlander,1986-03-07
0,"Things We Lost in the Fire",2007-09-26
0,Steel,1997-08-15
0,"The Immigrant",2013-07-03
0,"Soul Plane",2004-05-28
0,"Enter the Void",2009-05-05
0,Vamps,2012-08-25
0,Zulu,2013-12-04
0,"The Homesman",2014-05-18
0,"Juwanna Mann",2002-06-21
0,"Slow Burn",2005-09-12
0,Wasabi,2001-10-31
0,Slither,2006-03-31
0,"The Yellow Handkerchief",2008-12-17
0,"Tidal Wave",2009-06-06
0,"Little Women",1994-12-21
0,"The Hills Have Eyes 2",2007-03-22
0,"Eye of the Beholder",1999-09-04
0,"Highlander: Endgame",2000-09-01
0,"Knockaround Guys",2001-09-07
0,De-Lovely,2004-07-02
0,"New York Stories",1989-03-10
0,"Home Fries",1998-11-25
0,Brazil,1985-02-20
0,"Raise Your Voice",2004-08-10
0,"Black Snake Moan",2006-12-08
0,"Dark Blue",2002-12-14
0,"Whatever It Takes",2000-03-31
0,"Boat Trip",2002-10-01
0,"The Rocker",2008-08-20
0,"Post Grad",2009-08-21
0,"Promised Land",2012-09-23
0,"The In Crowd",2000-07-19
0,"The Three Burials of Melquiades Estrada",2005-11-17
0,"Idle Hands",1999-04-30
0,"You Will Meet a Tall Dark Stranger",2010-05-23
0,"Never Let Me Go",2010-09-15
0,Transsiberian,2008-01-18
0,"The Clan of the Cave Bear",1986-01-17
0,"Funny Games",2007-10-20
0,Metropolis,1927-01-10
0,"District B13",2004-11-09
0,"Things to Do in Denver When You're Dead",1995-12-01
0,"The Assassin",2015-08-27
0,"Buffalo Soldiers",2001-09-08
0,Centurion,2010-02-15
0,"Silent Trigger",1996-06-26
0,"The Midnight Meat Train",2008-08-07
0,"Winnie Mandela",2011-09-16
0,"The Son of No One",2011-11-04
0,"All The Queen's Men",2001-10-14
0,"The Good Night",2007-01-25
0,Automata,2014-10-09
0,"Chiamatemi Francesco - Il Papa della gente",2015-12-03
0,"Shinjuku Incident",2009-03-22
0,Freedom,2014-08-21
0,Manderlay,2005-05-16
0,"My Boss's Daughter",2003-08-21
0,"Head Over Heels",2001-02-02
0,"Fun Size",2012-10-25
0,"Little Children",2006-10-06
0,Gossip,2000-04-21
0,"A Walk on the Moon",1999-01-29
0,"Jefferson in Paris",1995-03-31
0,"Reign of Assassins",2010-09-01
0,Margaret,2011-09-30
0,Flipped,2010-08-06
0,Clueless,1995-07-19
0,"Hot Tub Time Machine 2",2015-02-20
0,Quills,2000-11-22
0,"Under the Skin",2014-03-14
0,"The New Guy",2002-05-10
0,"This Christmas",2007-11-27
0,"Harriet the Spy",1996-07-10
0,"Two Can Play That Game",2001-09-07
0,"The Astronaut Farmer",2006-10-15
0,Woo,1998-05-08
0,"Serial Mom",1994-04-13
0,"Birthday Girl",2001-09-06
0,"Paris, je t'aime",2006-05-16
0,Chloe,2009-03-25
0,Faithful,1996-04-03
0,"Find Me Guilty",2006-03-16
0,"Excessive Force",1993-05-14
0,Infamous,2006-11-16
0,"The Vatican Tapes",2015-07-24
0,"Attack the Block",2011-05-12
0,"In the Land of Blood and Honey",2011-12-23
0,"I Love You Phillip Morris",2009-01-18
0,"True Romance",1993-09-09
0,Womb,2010-07-15
0,"Glengarry Glen Ross",1992-09-15
0,"The Killer Inside Me",2010-02-19
0,"Lars and the Real Girl",2007-10-12
0,"The Funeral",1996-01-26
0,"Solitary Man",2009-09-07
0,"Casino Jack",2010-09-16
0,"The Perfect Game",2010-04-01
0,"Ernest & Celestine",2012-12-12
0,"Beavis and Butt-Head Do America",1996-12-15
0,"The Postman Always Rings Twice",1981-03-20
0,"Sorority Boys",2002-03-22
0,"Cadillac Records",2008-12-05
0,Fortress,1992-09-30
0,"For Your Consideration",2006-11-22
0,"Running with Scissors",2006-10-27
0,"From Justin to Kelly",2003-06-20
0,"Girl 6",1996-03-22
0,"In the Cut",2003-09-09
0,"Two Lovers",2008-11-19
0,Ravenous,1999-03-16
0,"Charlie Bartlett",2008-02-22
0,"The Great Beauty",2013-05-21
0,"Married Life",2007-09-12
0,Duma,2005-04-22
0,Ondine,2009-09-14
0,"Welcome to Collinwood",2002-05-24
0,"The Life Before Her Eyes",2007-09-08
0,Trade,2007-01-23
0,"Breakfast of Champions",1999-02-13
0,Cypher,2002-10-01
0,"City of Life and Death",2009-04-22
0,"Legend of a Rabbit",2011-01-01
0,"Space Battleship Yamato",2010-12-01
0,"5 Days of War",2011-04-14
0,Triangle,2009-10-16
0,"10 Days in a Madhouse",2015-11-20
0,"The Cry of the Owl",2009-02-07
0,"Drive Hard",2014-05-26
0,"Invaders from Mars",1986-01-01
0,"Out Cold",2001-11-21
0,"The Ladies Man",2000-10-13
0,"Army of Darkness",1992-10-09
0,Slackers,2002-02-01
0,"The Visual Bible: The Gospel of John",2003-09-11
0,"Vera Drake",2004-10-22
0,"The Perez Family",1995-05-12
0,"Return to the Blue Lagoon",1991-08-02
0,"The Molly Maguires",1970-01-27
0,"Copying Beethoven",2006-09-10
0,LOL,2012-02-10
0,"There Goes My Baby",1994-09-02
0,"September Dawn",2007-05-17
0,"For Greater Glory - The True Story of Cristiada",2012-06-01
0,"The Bélier Family",2014-12-17
0,Misconduct,2016-02-05
0,"The Banger Sisters",2002-09-20
0,"A Prairie Home Companion",2006-06-09
0,"The Corruptor",1999-03-12
0,"One Direction: This Is Us",2013-08-28
0,"The Goods: Live Hard, Sell Hard",2009-08-14
0,"Love Jones",1997-03-14
0,"Get Over It",2001-03-08
0,"Very Bad Things",1998-09-11
0,"Body Double",1984-10-25
0,MacGruber,2010-05-21
0,"Over Her Dead Body",2008-02-01
0,"Seeking a Friend for the End of the World",2012-06-22
0,"Teacher's Pet",2004-01-16
0,"The Red Violin",1998-09-10
0,"The Straight Story",1999-10-15
0,"Bad Words",2013-09-06
0,Heartbeeps,1981-12-18
0,"Rescue Dawn",2006-09-09
0,"Jeff, Who Lives at Home",2011-09-13
0,"Romeo Is Bleeding",1993-09-13
0,"The Limey",1999-05-15
0,"The House of Mirth",2000-09-23
0,"Bucky Larson: Born to Be a Star",2011-09-09
0,Sphinx,1981-02-11
0,"While We're Young",2015-04-03
0,"A Better Life",2011-06-24
0,"Gun Shy",2000-02-04
0,"The Iceman",2012-09-01
0,"Cecil B. Demented",2000-05-17
0,"Killer Joe",2011-09-10
0,"The Joneses",2009-09-13
0,"Swept Away",2002-10-11
0,"War, Inc.",2008-04-28
0,"The Brown Bunny",2004-08-27
0,Coriolanus,2011-02-14
0,"Imaginary Heroes",2004-09-14
0,"World's Greatest Dad",2009-08-20
0,Edmond,2005-08-31
0,"Cinco de Mayo: La Batalla",2013-05-03
0,"Elsa & Fred",2014-03-07
0,"An Alan Smithee Film: Burn, Hollywood, Burn",1998-02-20
0,"The Good Guy",2009-04-25
0,Strangerland,2015-07-01
0,"Janky Promoters",2009-10-16
0,"Blonde Ambition",2007-12-21
0,"The Oxford Murders",2008-01-18
0,"Beat the World",2011-06-10
0,"Adam Resurrected",2008-08-08
0,"The Devil's Tomb",2009-05-26
0,"The Good, The Bad, The Weird",2008-07-16
0,Gunless,2010-04-30
0,"The Lost City",2005-09-03
0,"American Heist",2014-09-11
0,Re-Kill,2015-10-16
0,"Heavy Metal",1981-08-07
0,"Gentlemen Broncos",2009-09-30
0,"Into the Grizzly Maze",2015-02-27
0,"The Runaways",2010-03-19
0,Detention,2011-03-16
0,"Down to You",2000-01-21
0,"The Contender",2000-10-13
0,"Henry V",1989-10-05
0,"Igby Goes Down",2002-09-13
0,PCU,1994-04-29
0,"The Ice Pirates",1984-03-16
0,Gracie,2007-06-01
0,"Trust the Man",2005-09-01
0,"Two Evil Eyes",1990-01-25
0,"All or Nothing",2002-05-17
0,"Princess Kaiulani",2010-05-14
0,"Opal Dream",2006-11-22
0,"Flame & Citron",2008-03-25
0,Undiscovered,2005-08-26
0,"Veronika Decides to Die",2009-05-16
0,"The I Inside",2004-01-15
0,"Beneath Hill 60",2010-04-15
0,Awake,2007-11-28
0,"Skin Trade",2014-11-07
0,Barbarella,1968-10-10
0,Glitter,2001-09-21
0,Silmido,2003-12-24
0,"Bright Star",2009-11-05
0,"All Is Lost",2013-10-18
0,Limbo,1999-06-04
0,"Valley of the Wolves: Iraq",2006-02-03
0,"Club Dread",2004-02-27
0,"Much Ado About Nothing",1993-05-07
0,"The Pallbearer",1996-05-03
0,"Woman on Top",2000-09-22
0,Anomalisa,2015-12-30
0,"8 Women",2002-01-08
0,"Showdown in Little Tokyo",1991-08-23
0,"It's Kind of a Funny Story",2010-07-06
0,"Made in Dagenham",2010-09-11
0,Prefontaine,1997-01-24
0,"Down in the Valley",2005-05-13
0,"Brooklyn Rules",2007-04-30
0,Fido,2006-09-07
0,"Wild Target",2010-06-17
0,Pathology,2008-04-11
0,"10th & Wolf",2006-02-19
0,Aloft,2014-02-12
0,Akira,1988-07-16
0,"The Death and Life of Bobby Z",2007-07-23
0,"The Rocket: The Legend of Rocket Richard",2005-10-25
0,"Mr. Church",2016-09-16
0,"Code of Honor",2016-05-06
0,"Far from Men",2014-08-30
0,"The Hotel New Hampshire",1984-03-09
0,"Men with Brooms",2002-09-20
0,"The Work and the Glory",2004-11-24
0,"Code 46",2003-09-02
0,"Outside Bet",2012-04-27
0,"Albert Nobbs",2011-12-21
0,"Black November",2012-12-07
0,Persepolis,2007-05-23
0,"The Neon Demon",2016-06-08
0,"Pound of Flesh",2015-05-07
0,"My Dog Skip",2000-01-14
0,"Get Low",2010-01-22
0,Warlock,1989-06-01
0,"A Single Man",2009-10-19
0,"Bride & Prejudice",2004-02-11
0,"The Other Side of Heaven",2001-04-12
0,Redbelt,2008-04-07
0,Cyrus,2010-06-18
0,"Auto Focus",2002-10-18
0,"Factory Girl",2006-12-29
0,"We Need to Talk About Kevin",2011-09-28
0,"The Mighty Macs",2009-10-21
0,"Losin' It",1983-04-08
0,"Mother and Child",2009-11-07
0,Somewhere,2010-09-03
0,"I Hope They Serve Beer in Hell",2009-09-25
0,Hesher,2010-01-22
0,Gerry,2002-01-12
0,"The Heart of Me",2002-01-01
0,Freeheld,2015-10-02
0,"The Extra Man",2010-08-01
0,"Hard to Be a God",2013-02-27
0,Ca$h,2010-01-01
0,"The Boondock Saints",1999-01-22
0,Twixt,2011-09-10
0,"Criminal Activities",2015-11-20
0,Shade,2003-05-18
0,"Elite Squad",2007-10-12
0,"The Adventures of Huck Finn",1993-04-02
0,"The Work and the Glory II: American Zion",2005-10-21
0,"The East",2013-05-31
0,"A Home at the End of the World",2004-07-23
0,"The Messenger",2009-11-13
0,Tracker,2010-05-20
0,"The Damned United",2009-03-27
0,Mallrats,1995-10-20
0,"Ordinary People",1980-09-19
0,College,2008-08-28
0,"Wish I Was Here",2014-01-18
0,"Simply Irresistible",1999-02-05
0,"Only the Strong",1993-08-27
0,"Shattered Glass",2003-11-14
0,Novocaine,2001-11-23
0,"The Wild Bunch",1969-06-17
0,"The Wackness",2008-07-03
0,"The First Great Train Robbery",1979-01-25
0,"Beastmaster 2: Through the Portal of Time",1991-06-08
0,"The 5th Quarter",2011-03-25
0,"The Greatest",2009-01-17
0,"Come Early Morning",2006-01-10
0,"Surfer, Dude",2008-09-05
0,11:14,2003-05-16
0,Deadfall,2012-11-08
0,"A Shine of Rainbows",2009-10-01
0,"The Hit List",2011-04-02
0,Videodrome,1983-02-04
0,"The Spanish Apartment",2002-05-17
0,"Song One",2014-01-20
0,"Winter in Wartime",2008-11-17
0,"Don Jon",2013-07-26
0,"Ghost World",2001-07-20
0,Galaxina,1980-06-06
0,"Mambo Italiano",2003-06-06
0,Wonderland,2003-10-23
0,"Le Havre",2011-05-17
0,R100,2013-10-05
0,"Salvation Boulevard",2011-07-15
0,"Miss Julie",2014-09-07
0,"Somewhere in Time",1980-10-02
0,"Insidious: Chapter 2",2013-09-12
0,"The Apostle",1997-10-09
0,"April Fool's Day",1986-03-27
0,"Digimon: The Movie",2000-03-17
0,"The Barbarian Invasions",2003-05-21
0,"The Forsaken",2001-04-27
0,UHF,1989-07-21
0,"Slums of Beverly Hills",1998-08-14
0,"Sea Rex 3D: Journey to a Prehistoric World",2010-05-14
0,"The Sweet Hereafter",1997-05-14
0,"Bottle Shock",2008-08-06
0,"Heavenly Creatures",1994-09-02
0,"90 Minutes in Heaven",2015-09-11
0,"Everything Must Go",2010-10-15
0,"Zero Effect",1998-01-30
0,"Light Sleeper",1992-08-21
0,"Kill the Messenger",2014-10-09
0,"Party Monster",2003-09-05
0,"Green Room",2016-04-15
0,"The Oh in Ohio",2006-03-30
0,"Atlas Shrugged Part III: Who is John Galt?",2014-09-12
0,"Bottle Rocket",1996-02-21
0,"Albino Alligator",1996-09-09
0,Decoys,2004-02-27
0,Redacted,2007-01-01
0,"Area 51",2015-05-15
0,"Sleep Tight",2011-10-14
0,Rudderless,2014-10-17
0,"Henry & Me",2014-08-18
0,"Dying of the Light",2014-12-04
0,"Capricorn One",1977-12-10
0,"Yoga Hosers",2016-07-08
0,"The Awakening",2011-08-17
0,"Take Shelter",2011-11-25
0,"Let's Kill Ward's Wife",2014-12-23
0,"The Names of Love",2010-11-24
0,"Treading Water",2013-09-13
0,"Savage Grace",2007-05-18
0,"25th Hour",2002-12-16
0,Salvador,1986-04-23
0,"Donnie Darko",2001-01-18
0,Character,1997-04-17
0,Spun,2002-06-01
0,"Life During Wartime",2009-10-10
0,Exiled,2006-09-06
0,After.Life,2010-04-09
0,"R.L. Stine's Monsterville: The Cabinet of Souls",2015-09-29
0,"Sexy Beast",2000-09-13
0,"High School Musical",2006-01-20
0,"Survival of the Dead",2010-05-06
0,Maggie,2015-05-08
0,"Hansel and Gretel Get Baked",2013-02-19
0,"The Front Page",1974-12-01
0,"The Cooler",2003-01-17
0,"The Rules of Attraction",2002-10-11
0,"Talk Radio",1988-12-21
0,"You Kill Me",2007-02-09
0,"Red State",2011-08-19
0,Mirrormask,2005-01-25
0,Samsara,2011-09-16
0,"The Loss of Sexual Innocence",1999-04-29
0,Joe,2014-04-11
0,"Shooting Fish",1997-08-22
0,Prison,1988-03-04
0,"Psycho Beach Party",2000-08-06
0,"Guten Tag, Ramón",2013-10-18
0,Trust,2010-09-10
0,Adore,2013-04-03
0,"The Velocity of Gary",1999-07-16
0,"Mondays in the Sun",2002-09-27
0,"Stake Land",2010-09-30
0,"Another Happy Day",2011-11-18
0,"Purple Violets",2007-04-30
0,"The Veil",2016-04-21
0,"The Helpers",2012-10-27
0,"How to Fall in Love",2012-07-21
0,"Major Dundee",1965-04-07
0,Defendor,2009-09-12
0,"The Pirate",1948-06-11
0,"The Good Heart",2009-09-11
0,"Chain of Command",2015-08-30
0,"Gods and Monsters",1998-01-21
0,Sharknado,2013-07-11
0,"Winter Passing",2006-02-07
0,D.E.B.S.,2004-01-21
0,"The Betrayed",2008-09-27
0,2:13,2009-04-25
0,"Batman: The Dark Knight Returns, Part 2",2013-01-18
0,"Time to Choose",2015-09-04
0,"In the Name of the King III",2013-12-27
0,"Wicked Blood",2014-03-04
0,"Lords of London",2014-01-06
0,"To Write Love on Her Arms",2015-03-13
0,"Class of 1984",1982-08-20
0,"The Opposite Sex",2014-11-08
0,"Dreaming of Joseph Lees",1999-10-29
0,Antiviral,2012-09-19
0,"Krush Groove",1985-10-25
0,Whipped,2000-09-01
0,"Please Give",2010-01-22
0,Happiness,1998-10-16
0,Tusk,2014-09-19
0,"Hobo with a Shotgun",2011-05-06
0,Compadres,2016-03-31
0,Freeway,1996-08-23
0,"Fish Tank",2009-05-14
0,"Summer Storm",2004-09-02
0,"Just Looking",1999-10-21
0,"The Divide",2011-03-13
0,"Open Road",2013-04-12
0,"Never Back Down 2: The Beatdown",2011-09-13
0,"Something Wicked",2014-04-04
0,AWOL-72,2015-08-07
0,"Chicago Overcoat",2009-10-10
0,Amnesiac,2015-08-14
0,Freakonomics,2010-10-01
0,"Griff the Invisible",2011-08-19
0,Timecrimes,2007-09-20
0,"Timber Falls",2007-12-07
0,"My Own Private Idaho",1991-10-17
0,"Eye of the Dolphin",2007-08-24
0,"The Other End of the Line",2008-10-29
0,"Sleep Dealer",2008-12-10
0,Super,2010-09-09
0,Stung,2015-07-03
0,Antibirth,2016-09-02
0,Idiocracy,2006-09-01
0,"The Rise of the Krays",2015-08-29
0,U.F.O.,2012-12-14
0,"Go for It!",2011-05-13
0,"The Brave Little Toaster",1987-07-09
0,Eden,2015-10-22
0,"Mi America",2015-10-16
0,"The Triplets of Belleville",2003-06-11
0,"No End in Sight",2007-07-27
0,"The Diary of a Teenage Girl",2015-08-07
0,"In the Shadow of the Moon",2007-01-19
0,"Inside Deep Throat",2005-02-11
0,"The Virginity Hit",2010-09-10
0,Subway,1985-04-10
0,"Six-String Samurai",1998-09-18
0,"It's All Gone Pete Tong",2004-09-12
0,"Saint John of Las Vegas",2009-06-10
0,Stonewall,2015-09-18
0,"Return of the Living Dead 3",1993-10-01
0,Sherrybaby,2006-09-08
0,"Grave Encounters",2011-09-09
0,"Nine Dead",2010-01-01
0,"The Lady from Shanghai",1947-12-24
0,"No Man's Land: The Rise of Reeker",2008-05-01
0,Highway,2002-01-01
0,"Small Apartments",2012-03-10
0,"Straight A's",2013-01-16
0,"The Curse of Downers Grove",2015-08-21
0,"Shark Lake",2015-10-02
0,"River's Edge",1986-08-27
0,"The Marine 4: Moving Target",2015-04-10
0,"Brotherly Love",2015-04-24
0,"The Crime of Padre Amaro",2002-10-01
0,"Higher Ground",2011-08-26
0,"Independence Daysaster",2013-06-27
0,"Dysfunctional Friends",2012-02-03
0,May,2002-01-13
0,"Against the Wild",2013-12-29
0,"In the Bedroom",2001-11-23
0,"I Spit on Your Grave",2010-06-17
0,"Kickboxer: Vengeance",2016-07-14
0,"Nine Queens",2000-08-31
0,"The Ballad of Jack and Rose",2005-03-25
0,"Killing Zoe",1993-10-01
0,"The Believer",2001-01-19
0,"Session 9",2001-08-10
0,"My Name Is Bruce",2007-10-01
0,"The Salon",2005-01-13
0,"Road Hard",2015-03-06
0,"Forty Shades of Blue",2005-12-07
0,Amigo,2010-07-14
0,Pontypool,2009-03-06
0,Trucker,2008-04-24
0,"The Lords of Salem",2012-09-10
0,"Closer to the Moon",2013-11-29
0,#Horror,2015-11-20
0,"The Holy Girl",2004-05-06
0,"The Dog Lover",2016-07-08
0,GirlHouse,2014-10-16
0,Batman,1966-07-30
0,"The Celebration",1998-05-20
0,"Journey from the Fall",2006-02-22
0,"The Hebrew Hammer",2003-01-01
0,"The Lion of Judah",2011-06-03
0,"Sex, Lies, and Videotape",1989-08-18
0,"The Amazing Catfish",2013-08-10
0,"Blue Like Jazz",2012-04-13
0,"Pink Ribbons, Inc.",2011-09-11
0,"Certifiably Jonathan",2007-03-01
0,Desire,2011-09-14
0,"Cotton Comes to Harlem",1970-05-27
0,"Dracula: Pages from a Virgin's Diary",2002-02-28
0,"Beyond the Black Rainbow",2010-12-03
0,"Rocket Singh: Salesman of the Year",2009-12-11
0,"Silent Running",1972-03-09
0,"20 Feet from Stardom",2013-06-14
0,"Bubba Ho-tep",2002-06-09
0,"Brigham City",2001-03-30
0,Fiza,2000-09-08
0,Orgazmo,1997-09-06
0,"Blue Car",2002-01-11
0,"The Battle of Shaker Heights",2003-08-22
0,"The Act of Killing",2012-08-31
0,"Taxi to the Dark Side",2007-04-30
0,"Once in a Lifetime: The Extraordinary Story of the New York Cosmos",2006-01-01
0,"Antarctica: A Year on Ice",2013-09-05
0,"A LEGO Brickumentary",2015-07-31
0,Hardflip,2012-06-01
0,"Speedway Junky",1999-02-11
0,"Alone With Her",2006-04-28
0,"Creative Control",2016-03-11
0,Special,2006-01-30
0,Heli,2013-08-09
0,"Loving Annabelle",2006-03-08
0,Hits,2014-01-21
0,"Snow White: A Deadly Summer",2012-03-16
0,"My Last Day Without You",2011-06-11
0,"Doc Holliday's Revenge",2014-06-01
0,"Bang Bang Baby",2014-09-08
0,Charly,1968-09-23
0,"Banshee Chapter",2013-08-26
0,"Ask Me Anything",2014-04-19
0,"Food Chains",2014-04-26
0,"L!fe Happens",2011-06-18
0,"The Quiet",2005-09-12
0,"Latter Days",2003-07-10
0,1982,2013-12-31
0,"A Separation",2011-03-15
0,"The Mudge Boy",2003-01-17
0,"Saints and Soldiers",2003-09-11
0,"Kill List",2011-09-02
0,"The Innkeepers",2011-12-01
0,"The Conformist",1970-10-21
0,"Interview with the Assassin",2002-05-09
0,"All the Boys Love Mandy Lane",2008-02-15
0,"Naturally Native",1999-10-08
0,Adulterers,2016-01-05
0,Treachery,2013-05-16
0,Walter,2015-03-13
0,"The Kentucky Fried Movie",1977-08-10
0,"They Will Have to Kill Us First",2015-10-13
0,"Love Letters",1983-04-01
0,"Faith Connections",2013-11-21
0,"Beyond the Mat",1999-10-22
0,"Deceptive Practice: The Mysteries and Mentors of Ricky Jay",2012-10-04
0,"Seven Samurai",1954-04-26
0,"Johnny Suede",1991-08-18
0,Rubber,2010-07-09
0,"Detention of the Dead",2012-04-27
0,"Everything Put Together",2001-11-02
0,"Girls Gone Dead",2012-03-28
0,Metropolitan,1990-08-03
0,"The Dark Hours",2005-03-11
0,Maniac,2012-12-26
0,"Rotor DR1",2015-10-20
0,"Pieces of April",2003-01-19
0,"Old Joy",2006-01-01
0,"Wendy and Lucy",2008-05-22
0,"Pierrot le Fou",1965-08-29
0,"First Love, Last Rites",1998-08-07
0,"Anderson's Cross",2010-05-20
0,"Some Guy Who Kills People",2011-04-14
0,"American Desi",2001-01-01
0,"The Canyons",2013-07-29
0,"The Sticky Fingers of Time",1997-06-06
0,Ink,2009-01-23
0,"The Christmas Bunny",2010-11-28
0,Burn,2012-11-01
0,"The Business of Fancydancing",2002-01-14
0,Malevolence,2004-09-10
0,"Super Hybrid",2010-01-01
0,"A Dog's Breakfast",2007-03-03
0,"The Married Woman",1964-12-04
0,"The Signal",2014-03-15
0,"Mutual Appreciation",2005-03-01
